,reward1,reward2,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
190,147.222222,110.556698,0.000171,19.546,0.364628259,2.132329,1,128,32,128,16,2,8,3.5,70.34128666666675
191,148.964497,117.104569,0.000169,14.039,0.3249920699999999,1.92303,1,128,32,128,4,2,4,2.7,70.34128666666675
192,195.155039,92.505532,0.000129,30.95,0.52081686,4.03734,2,4,128,1024,4,2,8,2.1,70.34128666666675
193,0.0,0.0,0.0,0.0,0.0,0.0,1,4,32,128,4,16,2,3.9,70.34128666666675
194,195.155039,86.059322,0.000129,44.365,0.6017617799999999,4.66482,2,512,32,512,16,2,8,3.8,70.34128666666675
195,0.0,0.0,0.0,0.0,0.0,0.0,4,8,1024,64,4,2,16,2.4,70.34128666666675
196,147.222222,96.01871,0.000171,24.377,0.483402294,2.826914,1,128,32,1024,4,16,8,3.1,70.34128666666675
197,148.964497,114.292504,0.000169,14.849,0.341181087,2.0188230000000003,1,256,32,128,4,2,4,2.6,70.34128666666675
198,195.155039,92.806738,0.000129,35.616,0.517441704,4.011176,2,4,256,64,16,2,8,3.2,70.34128666666675
199,148.964497,116.370816,0.000169,14.039,0.329103333,1.947357,1,128,32,128,4,2,4,2.2,70.34128666666675
200,147.222222,106.016897,0.000171,18.082,0.3965247179999999,2.318858,1,512,32,128,2,8,8,3.9,70.34128666666675
201,195.155039,98.938624,0.000129,25.491,0.4552906263,3.5293847,2,16,4,256,4,2,8,3.2,70.34128666666675
202,148.964497,115.948838,0.000169,14.23,0.331503133,1.961557,1,128,128,128,4,2,2,2.6,70.34128666666675
203,148.964497,119.573727,0.000169,13.45,0.3117086869,1.8444301,1,16,32,128,4,2,4,2.6,70.34128666666675
204,93.587361,38.156727,0.000269,75.433,3.061104868,11.379572,7,4,4,64,4,2,2,2.8,70.34128666666675
205,148.964497,106.846365,0.000169,17.431,0.390392028,2.310012,1,512,4,128,4,2,8,2.6,70.34128666666675
206,148.964497,99.603367,0.000169,23.047,0.449233772,2.658188,1,256,1024,128,4,2,2,2.6,70.34128666666675
207,65.903141,22.729032,0.000382,193.61,8.626975310000002,22.583705,10,4,1024,64,4,2,8,3.6,70.34128666666675
208,148.964497,115.740063,0.000169,14.617,0.3327001599999999,1.96864,1,128,8,128,4,2,8,2.3,70.34128666666675
209,148.964497,117.396894,0.000169,13.738,0.3233755849999999,1.913465,1,128,32,128,4,2,2,2.4,70.34128666666675
210,195.155039,100.472951,0.000129,22.985,0.441491277,3.422413,2,4,8,64,4,2,2,2.0,70.34128666666675
211,147.222222,120.685498,0.000171,13.097,0.3059921367,1.7894277,1,4,32,128,4,2,2,3.6,70.34128666666675
212,0.0,0.0,0.0,0.0,0.0,0.0,1,4,32,128,4,16,4,2.6,70.34128666666675
213,195.155039,101.09537,0.000129,23.35,0.4360717032,3.3804008,2,4,4,64,4,2,4,3.2,70.34128666666675
214,147.222222,84.084819,0.000171,45.758,0.6303550770000002,3.686287,1,128,32,4096,4,2,1,3.6,70.34128666666675
215,148.964497,116.538261,0.000169,14.22,0.3281582849999999,1.941765,1,128,16,256,2,2,2,2.6,70.34128666666675
216,0.0,0.0,0.0,0.0,0.0,0.0,2,32,4,64,8,2,2,3.6,70.34128666666675
217,148.964497,115.482301,0.000169,14.735,0.3341870219999999,1.977438,1,128,32,128,4,2,8,2.4,70.34128666666675
218,148.964497,107.209798,0.000169,16.453,0.387749713,2.294377,1,512,8,128,4,2,2,2.1,70.34128666666675
219,75.600601,29.83245,0.000333,99.981,5.007749571000001,15.038287,9,64,4,64,4,2,8,2.4,70.34128666666675
220,148.964497,120.57226,0.000169,12.727,0.3065671660999999,1.8140069,1,4,32,128,4,2,1,2.6,70.34128666666675
221,148.964497,113.366365,0.000169,16.566,0.346778367,2.051943,1,128,32,128,8,2,8,2.6,70.34128666666675
222,129.102564,51.413062,0.000195,57.643,1.686061845,8.646471,5,128,4,64,4,2,2,2.0,70.34128666666675
223,148.964497,111.982571,0.000169,15.977,0.355401761,2.102969,1,128,256,128,4,2,8,2.6,70.34128666666675
224,147.222222,114.183507,0.000171,14.99,0.341832762,1.999022,1,16,32,128,4,8,2,3.2,70.34128666666675
225,53.792735,21.169006,0.000468,140.79,9.94533696,21.25072,13,4,32,64,4,2,8,3.4,70.34128666666675
226,148.964497,121.399888,0.000169,12.37,0.3024014512999999,1.7893577,1,16,8,64,4,2,1,2.4,70.34128666666675
227,148.964497,110.481876,0.000169,17.2,0.3651223029999999,2.160487,1,16,512,128,4,1,2,2.6,71.03396944444466
228,168.959732,75.655084,0.000149,36.08,0.778653438,5.225862,3,128,4,64,4,2,8,3.4,72.23197144444465
229,147.222222,119.839663,0.000171,13.45,0.3103267986,1.8147766,1,16,32,128,4,2,4,3.8,72.23197144444465
